,0
690,Navalny has almost 0 influence what are you talking about
691,Still waiting on your interview with Putin.  Make it happen.  
692,"Gott schütze Sie und ihre grandiose Arbeit .️
Passen sie gut auf sich auf lieber Lex.
Greetings from Germany ️"
693,"Lex, this interview, Lex, is a great interview. As you should know Lex…. Keep up the great work Lex."
694,"Hy Lex, do you really think you are so important by keeping your planned visits to Russia and Ukraine a secret? Please sober up from your fame as an excellent Interviewer and good luck with your everlasting quest for knowledge"
695,I very much like your channel and I did saw previous interviews with this guest which they impressed me. I have great respect and interest in what this man has to say. I dissagree on one point the most influential historian of all times and perhaps the greatest is Thucydides. I listen yo your podcasts because they are of high quality to my opinion. How did you make this mistake? In any case thanks for the great effort and the great work you are doing. I really like your podcasts and I want to see you alive well and happy.
696,"I really dont like the twisting of facts in this IV. Now Novichok....smth that's already been proven to have nothing to do with Russia. The Skripals, the Navalny....complete BS."
697,"Super interview, Stephen Kotkin is fascinating to listen to, much of what he says makes a lot of sense."
698,Such a humble guest 
699,"Generally speaking, upper levels of political power often resembles “The Mob” way more than national statesmen."
700,"Thx for interviewing S. Kotkin, it gave me a more  detailed perspective of the actual western narrative on this war. It would be interesting to have some of the people you inteviewed all together in the same room exchanging / commenting on each other's viewpoints, a real debate on this issue which, as for the covid pandemics. it has largely been avoided in the main media with the resulting polarization of parts as well. 
I wonder whether Noam Chomsky could be willing to offer his take on the war on this channel one of these days.
These kind of conversations make me think that there is no ultimate or aboslute truth, that each part (such as Oliver Stone, Chomsky, Measheimer, as well as Kotkin, Putin, Zelensky, etc.) each have a part of the truth, and deep dialog between all parts is necessary to discern the whole truth.
I found Kotkin a bit paternalistic each time he addressed you by often starting his answers by ""you know Lex...."" . Since my native language is not English my perception of this way of relating may be a bit skewed however.
And ultimaltely the most important thing is humanity and love as you say! I enjoyed watching how you finished your interview  by showing your vulnerability...
Be careful when you go to Russia/Ukraine"
701,damn what a great talk. thanks as always
702,"If you have the balls,…interview Dr. Mathew Raphael Johnson."
703,I saw Stephen Kotkin on Charlie Rose and Hoover Institution's uncommon knowledge with Peter Robinson a couple of years ago and ever since I have aggressively listened and watched and read almost everything he has done. He is a genius. I STRONGLY suggest whoever reads this to watch those interviews on Youtube. Just simply some of the best recorded conversations ever had on planet earth.
704,"All microelectronics & important parts can be shiped from China. Neither Europe or USA produce thes, all production comes from China/Asia."
705,"Hey Lex, you are a cool person and despite the podcast with Stone you will surely be welcome in Ukraine. After all, everyone understands that you are, as a host of the podcast, trying to independently look at the issue from all sides :)"
706,The best most interesting pod cast guest
707,"38:00 man, for such an intelligent and well-spoken person, he makes a pretty bad and severly skewed comparison here"
708,Oh i think king leopold of belgium and Pol Pot could share a shelf with Stalin easily.
709,"This is a great lecture, Lex"
710,But isn't Russia's war a defensive war? Its alliance with the DPR and LPR was attacked by the Ukraine.
711,"One of the best podcasts iv'e heard. Stephen Kotkin with his knowledge and clear headed analysis. Lex as the playmaker, setting the atmosphere with his curiousity, warmth and open-mindedness. And just the relaxed tone in the whole conversation was enjoyable."
712,"das war das Beste Gespräch die ich jeh gehört habe. Die Einsichten sind überwältigend. Meine größte Anerkennung. Danke. 
That was the best conversation I've ever heard. The insights are overwhelming. My greatest appreciation. Thanks"
713,Imagine if Putin was the ‘leader’/controller of the west.
714,I love you too pal. 
715,Deffo one of my favorite interviews of yours so far
716,"This man is delusional, he should open the university window and take a look. Reality always prevail."
717,"Great information. Thank you! But Stephen Kotkin`s enthusiastic praise of Mr. Zelensky`s strategies reminds me of the making of the worst figures in history via  adoration, idealization, veneration. In other words:  less ""Hail"" and ""Praise"" of the newest Hero figure in politics  might be  a better choice!  They ALL  started as nice people and gifted leader-figures  who sacrificed themselves for the benefit of their people ..."
718,"I did listen 4 times. Simple clear explained. Good is good, evil is evil."
719,"I love Kotkin's biography of Stalin. I'm reading the second volume now and await the third eagerly. 

I have some questions though.

1. Why and how would there be a widescale insurgency in the eastern part of Ukraine, given that it's ninety percent ethnic Russian? I don't think the analogy with partisans in WW2 makes sense at all. I could be wrong.

2. I don't think the Russians ever intended to occupy Kiev. My understanding was they surrounded it, except to the west, to keep Ukrainian forces locked down and unavailable further east. Occupying a city of that size in the year 2022 would cost blood and bad optics, I don't see many modern armies wanting to do that. I could be wrong.

3. In terms of institutional and monetary pressure, I am surprised to see the Ruble at higher prices than what it was against many major currencies than before the war. I think Kotkin is correct on some of the tech transfers and blocking of exports in the mid-term causing issues with the Russian economy though. But it seems clear the Russians prepared to some degree for the immediate pressure they would feel. I could be wrong.

4. I have never even heard of the idea of a combined counter-attack by Ukrainian forces in the summer. The idea somehow the heavy weaponry is going to make a huge difference that late in the game seems unlikely to me but maybe I'm wrong. It also assumes the bulk of it isn't destroyed in transit and that the Ukrainians have the training to use it.

5. Pretty sure you can't take out a tank with a Molotov cocktail.

I like Ukrainians. I like Russians. I have nothing against the people of either country. If smarter people than me read this, please let me know where I'm mistaken."
720,I feel so blessed to have seen this.
721,Lex you should interview Peter Zeihan. He’s a geopolitical analyst and great speaker that could add a lot on this issue.
722,Leaving out the western backed Ukrainian coup.
723,"But I cant abstain from widely smilig of your introduction solemn, even sobre tone, Dear!  @Lex Fridman"
724,This is interesting but Stephen is incredibly Western-centric and incredibly biased..!
725,Wow! The most moving and enlightening discussion between two human beings that I have had the privilege of attending. I am intellectually and emotionally affected by this exchange. Stephen Kotkin is an absolute brilliant man and thinker.
726,"Don't go to Ukraine. When you say it's dangerous because of conversation with Oliver Stone, but still intend to go, you're clearly underestimating potential risks."
727,"Fascinating to listen to someone with opposing views on, well, everything."
728,Wow ! Clear Headed..
729,"The biography of Stain. Born, beaten by his father, went to seminary, robbed banks, killed a lot of people, then died because people feared checking on him as he died. 

Hey Lex, good luck with travels. We never know if all the accusations about Russia and Ukraine are real or not."
730,M O I S T E Y E S
731,This is the best interview on YouTube.
732,This episode is amazing. I still don't get why people think it's a good argument to bring up US foreign politics. It's like saying: WHAT ABOUT AIDS when people talk about cancer..
733,Some of the most insightful and thought provoking conversation you will find.  This scares me more than I previously allowed. We should all be scared of what is being discussed.  God help us
734,Biden 2024
735,Can't really put my finger on it but this guy seems to draw the final wrong conclusions after all this intense information-gathering I think Lex is being a great listener but it was embarrassing to hear this guy twist things around I wouldn't have them on again just as a protest against ignorance
736,
737,"you know what lex, I really enjoyed this conversation. Big contrast to your conversation with Oliver Stone. 

As much as I like him as a director, I was really surprised by the arguments he made (not all of them were wrong but most of them were at least way to simplified)."
738,Great interview!!! With real specialist!!!
739,Better guests than Rogan these days.
740,I’m a third of the way through this - Lex is coming off as a very naive schoolboy. I feel like I’ve watching a yoga instructor discovering/not discovering realpolitik.
741,"Lex, i'm excited for you to go back. i just went back to Novosibirsk where i was born for the first time in 21 years.. So much change. My brain exploded, still haven't put it all back yet"
742,"""We font have to stand up to the West?""- that is mental to even suggest that. Which means follow the fate of Iraq and Libya????Ehhhh...Thanks....but...no....thanks"
743,"It's not convenient to have an enemy, it was and still is by design"
744,"Should have wayyyyyy more views, but if you think about it this video would be blocked from China and Russia ;)"
745,Voluntary sphere of influence and Navalny the second most important person in Russia  I'm saving this for future ridicule. No wonder USA policies are a failure.
746,Highly informative. Nice one guys 
747,Interesting podcast thanks Lex keep up the good work ️ 🇺🇦
748,The analogy with the raped woman seems seriously flawed.
749,Momentus space is a prime example of talented leaving Russia
750,Interesting.  I It's good to hear different sides.
751,"Stefhen is spot on the reality of this tragedy. Its a just description of the situation, actually a overtly one. Lex govern the dialog in a open and.pro way. Great session Lex."
752,"I was hoping  some more balanced, less tainted cold war points, which  always is  more interesting to hear."
753,"Could you get some interviews of some regular people? Could we get a guy who's been Trucking his whole life? Somebody who works at a hospital? Maybe some Dock Workers? Or some sort of worker that runs into foreign workers organization? Like fishermen that run into Chinese . Actually a good one would be, someone who works on the shipping vessels that goes to the East China Sea, if we could hear first-hand about the Pirates and the insanity of the Chinese government. Maybe, someone who used to be a mayor or some sort of other local government official? And retired. Or maybe hear from some people from Middle America? Maybe hear from some sort of a migrant farmer or? It also be pretty cool to hear from an illegal resident that lives in Middle America. If we could hear why they went that route, and if they think there's any alternate for them, and I don't know. Would also be cool with it here other retired government organization workers. Like the IRS, EPA, Transportation organization, FDA, Etc, so we can get a sort of feel of how different presidents, indifferent legislation and events, affect the running of very important day-to-day operations organizations. Or people who used to work inside coal mines or electric plants. Of course you know to continue to keep doing all these educated, and top of their field, interviews, but it would be really nice to hear from some normal people. It could be a sort of before 2024 look at regular Americans that aren't in coastal or high population States. Some of them are actually very intelligent themselves, they just put in that work physically, or locally, instead of being able to spend their time on more intellectual endeavors. I just think you would be able to handle these types of interviews very professionally, and be able to get to the important questions and answers."
754,"""There is no inherent tendency for Russia to be aggressive"" ??? any example from the last 1160 yrs, please!"
755,"Those with power, influence, wealth ,combined with an inherent disdain for the common man, no matter where they live, will set themselves above the rule of law, will commit any atrocity to further their own interests."
756,"If you know a little more than what Kotkin says here, he is a very disappointing person. Far too one sided. He sounded like a commentator for Western hegemony. Western countries/institutions give money only to control and dominate countries. Eg Bolivia>IMF>water infrastructure>provided by a Dick Cheney company that attempted to stoo all catchment of water, and impose the Bolivian population with a tax for water that would cost the average income earner 30% of the wages. Try researching paper written circa 1900s from colonial Britain stating need to control Eurasia. What about msnbc Mika Brzezinski's father, Jimmy Carter's National Security Advisor, Zbigniew Brzezinski. He wanted the West to have control over Eurasia too. Simply put, Western control over China's and Russia's resources."
757,Hilarious! Amazing nonsense to the point of being delusional.
758,Fascinating and brilliant
759,"take a shot everytime Stephen says ""Lex"""
760,"Lex, you were good
Conversation with him was pretty intense especially when he was triggered by words ""Cold War"","" convenient"", ""freedom"" and spoke constantly you you you
I wished he did understand questions and give appropriate answer without aggression"
761,I love the way he speaks!!
762,"Sorry but his response to Oliver Stone with the comparison to the rape is laughable in the extreme. The two cases are completely alien to one another and comparing a criminal case to realpolitik in international law (and geopolitics) as a moral conundrum that needs to be compared apples to apples is plain laughable. Theres a reason law is segregated into different spheres/sections and it is not applied equally in every section, let alone every nation. The whole point of realpolitik and realism is that nations do not act on moral principles but on geopolitical and material interests. And that those nations will sometimes go to extreme lengths to justify those actions and/or what they consider to be vital interests. This is what Mearsheimer and Stone are saying, not that there shouldn't be a moral discussion about how nations act, simply that there is no such (or that it is secondary) discussion when nations form their politics that guard their national interests.

This comparison that he made is similar  to how economists try to tell people that a nation's economy needs to be kept tidy like that of a household economy. Omitting naturally the fact that there are completely different circumstances and capabilities for the nation compared to the household (for instance a nation can print money, a household can not).

As for nations signing agreements and then not following those charters or agreements to the letter: yes that is truly unfortunate, but that is simply how nations behave. All nations do this,
including his own. It is simply and infortunately the world we live in. Nations uphold treaties and charters as long as it benefits them and break them or omit them when they are inconvenient."
763,Not sure if homeboy here realizes the US made a proclamation that NATO wouldn’t expand. Seems to hold bearing on his whole argument.
764,"36:01 Right...but we also know the perpetrator of the following tragedies: Iraq, Afghanistan, Panama, Liberia, Haiti, Somalia, Philippines, Libya, Iran, Bolivia, Chile, Honduras, Lebanon, Nicaragua, El Salvador, Cambodia, Vietnam, Laos, Oman, Indonesia, just to name a few examples. How about we go farther than that? we don't need to but let's go farther...how about Yemen? we don't even need to imagine that one, but probably this guy was too busy memorizing all the international agreements and the email he got from the CIA before going to this interview."
765,"Thank You Lex for inviting Stephen right after Oliver Stone. I think it's a great way to discuss some of the hard topics. As a Ukrainian, I believe Stone's view is simply wrong so it's great to see Kotkin's response."
766,"Thanks for this. After the interview mit Oliver Stone, this restored my faith in your channel and to people being able to analyze fairly and with open eyes"
767,"I can’t wait for the next podcast episode, hopefully to remove the aftertaste of this one."
768,I've never heard such crap about West West West.. he thinks it's all hunky Dory in west..
769,Are we still developing people of SK's caliber?  A great man.
770,That’s interesting. I never knew the reasons people rape was because of because of fear of being raped by the girl in the short skirt. Great analogy.
771,"I’ve read most of Kotkin’s books and enjoy his work, but he can be strongly biased on some issues, which can be a turn off.  The use of some analogies are also sometimes straw man like.  Was a great listen though. Much appreciated, Lex!"
772,Jesus! He's said LOVE already! Where's my shot glass? The drinking game is off to a flying start.
773,Nice to see the greatest NEOCON historian again Stephen Kotkin - the man who speaks a million words and conveys very little meaning.
774,Come stop by and I won't disappoint you!
775,"This conversation should be a mandatory watch in every k to 12 school, college and law school"
776,Very Ivy leagues and fellow of the Hoover institute.  That disqualifies him as a reliable historian
777,"Despite your controversial podcast with Stone we are waiting for you in Ukraine. Hope you will come, see and show the real situation to your viewers."
778,"oliver stone could write countless letters, on words he still ended defending putin"
779,cleansing interview— esp after being Stoned
780,Lex can you please get Timothy Snyder on your podcast to talk about Ukraine war?
781,Great Man and great Mind.
782,This guy sounds like any other pro American/western propagandist
783,"I’ve read the comments before watching the video and most of them are very positive. But after that I saw an analogy with raper and a woman in NY. Seriously. I don’t really appreciate analogies when trying to explain smth. As for me all of them are used to make people think in a particular way (analogies are usually simpler than the original situation, but can’t repeat the exact situation ). And now I understand why I don’t appreciate it"
784,"Lex is right. He's struggling to ""dance""."
785,"He's the Joe Pesci of History.... ""You good wi dat?"""
786,Kotkin's portrait of Ukraine as a democracy that doesn't murder anyone is laughable.
787,Amazing thoughts!
788,"More information here 
the new atlas      the duran   
Blessings"
789,Kotkin is man as eminently sensible as he is intelligent and informed -- not something you can always say about the very bright.
790,Does anyone know where I can find the book from Nikolai Leonov? Mentioned at 28:20
791,"Its just silly to go to Russia at this time, regardless of your good intentions."
792,"Lex, hard to overstate the importance and value of the analysis that comes out of this interview! Well done!
Wondering still however: Would you still want to interview Putin? In some former podcast you stated that you would be thrilled to do that, appearing fascinated by him... Just curious if your stance changed about that recently (ignoring that it's even less realistic now). 
In my humble opinion, I believe that if you were to get your (maybe former) wish granted, it might not be as exciting as you maybe imagined. He'd be just hiding behind a thick wall of rhetoric and delusions. Many a former villain, when interviewed after some years (eg in retirement) are just intransigent, defending their past choices viciously, illogically. Might be historically interesting, but hardly ever enlightening..."
793,Kotkin is a bright human.
794,"Sorry, Lex, but this interviewee's speech sounds very naive sometimes. Comparing Ukraine to a woman with a short skirt isn't even close to a reasonable analogy."
795,"Very informed speaker and enjoy his compelling delivery .  Yet, he shows strong Western biases that makes him blind to understanding Russian points of view.   Too much emphasis on protecting status quo which is in US interests."
796,"Stone never argued that Russia's hand was forced the way Kotkin strawmans him to have said that. He said Russia being forced should have choosen another path (by letting ethnic Russians into Russia). Also Stone never argued that NATO expansion was the sole reason for the war, instead he argued that the supposed and somewhat documented bullying of the Russian minorities and facing them with highly nationalistic paramilitary units was one of the main factors. Moreover you cannot but laugh the argumentation of the red ""skirted woman"", while referring to the Iraq war and US perpetrated wars as ""mess"". Also as a historian he should be aware of the Monroe doctrine, which literally makes each country in the American continent a lady being anytime victim by having red skirt. Not to mention the all time bullying of countries that doesn't want to conform US interests. I mean this guy has really a distorted view about US wars, where if the US decides on a political expansion it is a ""mess"" created by a faction of the US, which is not the US's crime somehow, but if any other country does it it is criminal. Sure the latter is true and should be applied to either Russia or the US or any other country. This is by the way how Oliver Stone applied logic, and how anyone believing himself to be a logical human should. So no, he could be a great scholar, but he is not a clear thinker to me..."
797,Right sector rose up against Yanokovich! The south and east of Ukraine resisted Yanokovich’s overthrough.
798,Im shocked at how in the dark lex is on this invasion.
799,This interview was nothing short of totally inspirational.
800,I don't think he understandings how having  jets with nuclear missile capacity  and nuclear bunker missiles in Poland and perhaps one day in Ukraine is a First Strike Opportunity more important navy ships in the Black Sea
801,If that more necessary than ever quality LUCIDITY was illustrated by a conversation....thank you.
802,It’s still as corrupt as ever...
803,"44:55 ""nato doesn't attack, it defends members if they're attacked"" I dont know if this guy either oblivious or willfully ignorant over the nato attack over Libya, abhorent nothingness coming out of this guys mouth tbh."
804,wasn't mao in power longer than stalin?
805,Having Oliver Stone and Stephen Kotkin on together for the next show would be great
806,I feel like this guy learned a lot about persuasion from The Godfather.
807,Lex. If you go to Ukraine you will need to be on East and west. I'm sure you will understand a lot more.
808,1:26:00
809,It's always good to get the views of Joe Pesci on such important international events.
810,why arent the us presidents in the same building as Putin?
811,"Prayers for your safety during the trip to your homeland. Please be careful. We'd be lost without you, Alexei.️"
812,This guy should be in the State Department.  I've never heard anyone paint such a clear picture of Russian-Western relations.
813,"An exceptionally articulate guest, with a deep and well educated understanding of Russia, the Soviet Union, the actions of the Soviet Union and the values that they spread to their neighbors and all those they touch. Lex himself points out - rightly so - that his guest's ""powerful, precise, rigorous words stand in stark contrast"" with a recent conversation he had with Oliver Stone. Indeed, Mr Kotikin has clearly studied attentively the Soviet Union, its traits, habits and - most importantly - actions, whereas Stone appears to be shooting from the hip almost every time he opens his mouth (which is why he is often wrong and sometimes even ridiculous)."
814,Whats with funny voices? I just watched some Zelenskii stuff and there are pronounced similarities. Is it because people like the clown voices subconsciously?
815,This is great. Please have on Sean Penn and V. Nuland.
816,"pride could be a horror if losing his war, I pray not!"
817,"Really liked this chat, especially when he said ""the bombing of the twin towers"" i would loved to have heard you unpack that 'slip' of the tongue."
818,The very fact that Kotkin compared Russian escalation in Ukraine to a rape and then hallucinated Stone's response to that rape shows the quality of his scholarship. Disappointing.
819,"Great interview, would have been epic if you had Oliver Stone sitting there to push back."
820,I would ask your guest the same question about if the Russian men and woman of the military would fire the nuclear weapons. Would he have the same hope that if the situation is on the US side that the men and women of the US military would not fire that was given by the US president.
821,"Леша, давай интервью с Арестовичем) I believe you can get him on the interview via Kasparov."
822,So many Russian fans here. I dare any of you to move to Russia.  It is paradise. Lol.
823,"Good interview, however, in the signed charter/treaty it says,""you can't expand your alliances at the expense of other countries safety"" ""Kotkin"" didn't mention it and also rape comparison doesn't make any sense..."
824,@1:20:50 lol
825,"16:00  ""destroy Russia""    A British, first NATO secretary said 70 years ago: ""NATO has been made to keep Russians OUT, Americans IN and Germans DOWN."" Divide & reigns. So far so good."
826,"New drinking game... Every time the name Lex is said, drink. Good luck"
827,Insanely simplistic view of the cold war that leaves out most of the relevant facts
828,Very clever delivery.
829,"It Is wonderful to hear such an honest appraisal of the enduring unprincipled political weakness of the west, and the familiar and ongoing Russian self sacrificial tragedy.. The moral is the practical. Where are the practical actions from either side? Self interested Practical actions would sort the world out rapidly, but you need principled office holders to carry this forward. Knottin for President, and hard money might manage it?"
830,This guy is so condescending
831,"if an american tells you its in the genes of the russian nation to be aggressive or invasive, then ask for the genes of the US nation or better lough.."
832,"Great conversation. As Pole I can not agree more with Mr Kotkin. His knowledge about Russia is amazing. We here in Poland know Russia very well through our history of Russian invasions and Russia terror.
Thanks Lex"
833,For such topics it would be much more interesting if you had Oliver Stone and him on the same podcast and just let them debate back and forth
834,"Interesting, informative,- but why does he have to be so condescending"
835,Listening from Herzlia.....fascinatingly interesting!
836,Wow! So biased
837,"Oliver Stone and Stephen Klotkin together is who we'd love to hear, if it were possible. Your interviews are captive to your audience!"
838,This man is amazing to listen to.
839,"Please invite Andrey Illarionov, a Russian economist and former senior policy advisor to Vladimir Putin, the President of Russia, from April 2000 to December 2005. Since April 2021 he is as a senior fellow at the Center for Security Policy in Washington, DC."
840,"Love and appreciate your explorations. Your podcast reaches a lot people and your voice, your work is important."
841,Incredible interview! Someone should take the transcript and publish it as a book.
842,Doomberg?
843,"Two of my favorite people to listen to for knowledge...awesome, thank you."
844,"Wonderful wonderful kotkin, finally someone who says it like it is !!! I had to unsubscribe. This lex guy really is against democracy, his way of talking is very strange and dangerous... I 100% AGREE with kotkin"
845,“He’s in the same building…” lol what?… this is great insight?!
846,Amazing and thoughtful analysis on current geopolitics from a guy I never heard about. Thanks Lex!
847,Safe travels my friend.. thanks  for the work you do !
848,"It is more like last century conversation. You do not compare Stalin or Hitler with Putin as most historians like to do in a classroom. The context is totally different.  And you do not think Ukraine democracy is such a naive term when our domestic electing politics is in such a mess. And you do not label people or country at the present based on some historic events or perceptions.  I suggest both Stephen and Lex should go live in Russia for a longer period of time and learn the language and the culture for a more deep understanding. Communist parties were targets of attack in the West for centuries. But, the truth is there is no such thing as communism exists in our time now. Please wake up!"
849,"I really respect that the flow of the convo is as important to you as it is to viewers. That in and of itself shows that your motives are to exchange ideas and to find understanding, not making money. Nothing wrong with making money but focusing on money doesn't further the global conversation and sharing of experiences. Your empathy, curiosity and integrity are apparent both in your conduct and in your choice of words. We all appreciate that you don't compromise yourself to appease anyone or anything (as you should), positive vibrations your way and your trip I pray goes smoothly, much love my G. Stay black"
850,Putins model ruler is Stalin  with a tinge of peter the great. Born and raised in St Petersburg Putin is steeped in that west reverse engineering he'd presume to catch up. The longer he stays in power the more he imitates Stalin as an autocrat of the vast bureaucracy.  Though the scale of terror is lower it still exists visa vie any potential rivals to his throne. Many poisoned marginalized silenced. Isolated insulated from alternative points of view there is only one point of view. Ie a paranoid conspiratorial fear based egoistic view which they attempt to export.  They see soft power by the west as taking with one hand and denying its salutary effect with the other hand. Now with sanctions they don't understand the loss of soft money. Politically they're stirring the populace against the stealing robber oligarchs they're bureacratically in bed with. Suddenly the west draws the line on the ukraine invasion as being outside the world legal order and Putin claims the west has started a new cold war. Bizarro world. So glad SK has destroyed the Oliver Stone and John Mearsheimer russian apologetics.
851,"Hey Lex, I know you likely won't be able to read this. I like your channel and have watched it for years. I want to ask you something to consider. You've had many Liberal experts who are hostile to Communism/Socialism. There are other perspectives on these topics and I would like to challenge you to host and question an avowed Socialist on your show, and ask them similar questions. You might be surprised by their answers. Thank you."
852,"Lex, you are such a gift. Thank you."
853,"What an amazing podcast with Stephen, he totally blew me away with his insights, perspective, truth and humility, etc! Wow! so wonderful to listen to such a real human being! thank you to both of you Lex & Stephen for this!"
854,36:01
855,My heart and love  go out to lex. Safe travels 
856,Complete larp + headcanon
857,"I just recently found your channel and  want to thank you for great interviews. It was interesting to hear different views on current situation from respectable people. However, I think that this particular interview represents idealistic view  on Russia, Western countries, Ukraine, China and modern democracy. The fact is that all the countries involved in this conflict doesn't uphold democratic principles and international agreements. I'm as a russian can't see any ""just"" party in modern conflict. And the final statements about Navalny is just absurd, I'm actually from Kirov, where Navalny worked for several years and all the people, who know him personally, wonder, how he didn't get in jail here for economic crimes. I didn't hear any positive statements about the man from anybody here. He doesn't even have a solid political program, his only supporters is school kids and young students in Moskow and Petersburg. Him as a prime minister candidate is absolutely unacceptable for russians, it's simply cannot be, except in the situation, when Russia is divided and nearly destroyed.   If his reputation in the West is truly that high (which i doubt) it sais more negative things about level of western political insight."
858,"Lex, don't know if you read this but i listened  to you and Rogan on a long bike ride yesterday. 
As usual, you two were fantastic.  Funny, loving, playful, soulful.  
I want you to know the podcast where you interviewed your dad, was one of the best i have ever listened to.  
My dad and i skied through the pandemic. One Saturday morning i played that podcast to and from the ski hill.  
My dad's parents came from Radom Poland in the 1930's.  His Dad spoke with a thick Yiddish accent, and my dad had tears in his eyes listening to you interview your dad.  Thank you, for sharing your life with us.  

Please, take care when you go on your trip. 
Tim Dillion is making wedding plans and he will not be happy if he spends days planning meals for nothing.  
 Come back safe, with a full heart and clear eyes.
E."
859,"26:32 ""North Korea invades South Korea. You cool with that?"" - Kotkin confronting Lex like a father confronting his son for being friends with someone caught smoking weed."
860,Great podcast 
861,thank you - nice to hear someone with command of the facts on both sides - very thought provoking!
862,Rotten to the core.
863,This was an incredible interview.
864,Why didn't he mention Victoria Nuland choosing Ukr leaders after the Maidan revolution?
865,"I liked the part where he said "" Lex"""
866,"Charlie Rose is the goat of quality/honest/with class interviews and this kid won't be far behind ! Stay safe, think safety 1st and KEEP TALKING"
867,"Lex, you're such a beautiful person....And We LOVE you back. Thank you for all your carefully considerate hard work. Your heart shines thru. Stay safe xx"
868,there is no Ukraine.
869,This is just gold plated love 
870,This should have millions of views /facepalm
871,"Navalny second most powerful ... you must be kidding. Yes, ""west/USA"" (EU is just a subset of satellites and non-sovereign nations, at least in this context) definitely would love that and even make him President of Ru so as to bring her (Russia) to their orbit. Few more other point of views, not historical facts, that I do not agree with. Otherwise, this was indeed a very good and interesting interview to listen to."
872,@Lex  thank you for all your shows.  Be safe on your travels. Let the white light shine.
873,I can’t see Navalny being offered a post in the Putin regime. He’s been too openly opposed to them for too long.
874,"Lex, you are struggling because or your roots and that's only an emotional perspective, but your rational is telling you someting else."
875,Lex another tremendous interview.
876,So Joe Pesci is now a historian?
877,"Thanks, Lex, for talking to an expert. 

I could not bring myself to listen to Oliver Stone, who obscenely serves Putin."
878,Kotkin is a national treasure. Thx lex
879,"Mr. Kotkin is one of a few western experts on Russia, its history of 20 century and its leaders,  that actually knows what he is talking about and is very precise in his analysis and statements. Also he is a great speaker."
880,"Thanks Lex. Great interview. Kotken displays a combination of deep knowledge, thoughtful analysis and engaging presentation that is quite rare."
881,"Lex it's an honor listening and learning from you. Educative, entertaining and soothing body of work. Safe travels. God bless you. One love."
882,"Institutions, Lex. Institutions!"
883,What if ya'll  just talk about what was conversed instead of how great the podcast is. we all know its super dope.
884,another right wing hawk
885,"Thank you from Ukraine, Lex!"
886,This guy is awesome.
887,Your sincere introduction Lex is touching and troubling. I'm a grandmother. Please be safe and wise in your travels. All the best to you.
888,"All the money is in the same four places.  Life happens, but money decides and that money is actually somewhere."
889,"Your Awesome guest could Not have described Us... any better...  and Lex,   please continue being a thoughtful caring young Man... ty ty & ty !!"
890,Great conversation. If you heard the Oliver Stone Nonsense you must listen to this conversation.
891,"Peter Zeihan's analysis is that Russia has been invaded over 50 times, usually through 9 various corridors. Putin is sealing off those corridors in the brief time he has left while he still has the demographic capacity."
892,Excellent conversation. Any way that you could get a discussion with Yuri Slezkine?
893,As good as it gets!
894,"The black prince of England took Paris . . the Poles took Moscow , it's a bleedin Mary go round endless"
895,Does anyone else find saying someone's name repeatedly when arguing for a point is incredibly condescending? (For the record I love this dude for the info he's bringing us)
896,Alright Lex but no more of that Oliver Stone S×@t
897,I would take my truths about Russia more from Kotkin than I would O. Stone.
898,You stay with these wise men!!
899,"Trust no one, everyone has their own agenda."
900,"Please look after yourself on your travels Lex, we need voices and hearts like you speaking for the people like me that have an unheard or no voice at all.  You underestimate your importance.  Safe journey"
901,"Dear Lex! Thank you so much for a balanced view on the subject  after the Oliver Stone interview !!And for all your great work . I feel for you with regard to risking your life traveling to Russia and Ukraine / Again : thank you and Mr Kotkin who deserves the status of , quote- one of your favorite human beings :-))) keep up your great work"
902,"For this guy to say Putin is Delusional, that the US wants to destroy Russia , throws the rest of his comments out the window , nice try."
903,"Lex. Your opening words relating to personal objectives re; Russia and Ukraine made me very proud of you, and also very sad for you. You are a good Man. God bless and please protect you and yours... my friend. "
904,"Yea, Yemen. Yea, kids in the US with little to no food."
905,38:00 for a few seconds I though he was talking about usa invading another country in 2002 to prevent a  supposed future attack with weapons of mass destruction.
906,"This...this, is amazing!"
907,Lex could have been an actor with such dramatic introduction of guests.
908,or the aliens could come and intervene....
909,Wow this is a heated conversation only they are both so polite and respectful it seems like a typical Lex podcast.
910,comparing the genocide in Dombass to a woman dressed in a certain way is beyond my silly little brain...
911,"“Each American embassy comes with two permanent features – a giant anti-American demonstration and a giant line for American visas. 

Most demonstrators spend half their time burning Old Glory and the other half waiting for green cards.”
— P.J. O'Rourke

What a thoroughly apropos quote. Thanks Kotkin!"
912,"Pretty sure he said the word 'Lex' more times than all the previous guests combined. Great conversation but thats one of those verbal tics that really tests my patience, had to watch in three parts"
913,"Great interview lex, stay free"
914,"Tried very hard to listen to this.  Couldn’t get through this guys pro America, anti Putin garbage.  Big thumbs down."
915,"Спасибо за интересный и глубокий разговор!  Надеюсь, Стивен будет приходить почаще"
916,I'm proud that America has never broken a Treaty or Act. (Don't have google)
917,Listened to this on Spotify and it was a very valuable conversation. I personally think this guy has a much deeper/wider knowledge and to me seems more reasonable than Oliver Stone.
