,0
475,He crosses the line from being an explainer to being that of an apologist when talking about Putin ....
476,Спасибо за интервью!
477,Freedom of the press is valued more than Integrity in the press.
478,"Good interview. While Oliver Stone does an admirable job at reaching out for the truth from his particular angle he does fall into the same traps of deductive reasoning as the voices he criticizes, i.e. he makes fundamental assumptions about the imperialist nature of the US and then deduces that certain policies must be examples of those policies. Example, he contests that the Western media portrays Russia and Putin as synonymous and as singular bodies. In his characterization of US foreign policy as quasi-imperialist, he describes the United States in pretty much the same kind of homogenous and singular body, when in fact power structures in a country like the US are inherently more multidimensional as they appear to be in an autocratically-run state such as Russia. In other words, his arguments are driven primarily by ideology to which he then arranges his interpretation of events."
479,Thank You Putin! 🙏💕
480,"Fantastic interview, thanks a lot! Being Russian living in Russia within all this mess happened i found it very enlightening. Really thanks to both - the guest and the interviewer! In the very beginning of the war i was totally and absolutely against it. Also i never voted Putin, coz of his inner politics. Still my heart is aching and I deeply regret about all the poor civil people who's suffering. But deep research of the roots of the conflict and this topic in general (what's important i don't have TV at all for many years and as historian i used neither Russian nor Ukrainian sources to avoid prejudgement, but only foreign independent sources, eng., french, italian etc.) bit by bit changed my mind... maybe unfortunately... but now I can't ignore all that i saw... all of this is purely invented political game against Russia and Russians for many many decades... And poor Ukraine was just an exchanging coin in this mean game... Zelensky became president, coz promised to establish peace with Russia, but who ever allowed him to do it? Anyway I hope it will end soon... Ukrainians I consider as brothers no matter what... I want them to become free of US agenda, and to find their true independence... coz the west never truly cared about them as they never cared about us... And now after all those tear-squeezing slogans, they already limited the support for the Ukrainian refugees...  No free transport, no free of charge staying in hotels, even no entrance to shops in Poland for ex.. Where's all that promises for Ukrainians to be admitted in Nato they so much hoped for?... It will never happen! Do not want even to comment this hypocrisy... Only hope that finally it will be peace between our nations, even though US wants the opposite."
481,"The first time I saw the Unipower World Policeman policy idea, was in the Rothschild Economist Magazine."
482,Wonderful to have different perspectives from the same old Establishment Corporate View of the World!!
483,"This episode taught me that no matter what country/culture we derive from, we are all exposed to lesser or greater degree of propaganda, which we have to be aware of and navigate in"
484,"Yeah, maybe Russians could have changed Putin, as Mr. Stone claims, but bad things keep happening to opposition leaders, journalists and activists."
485,Ask him his thoughts on Jim Morrison  next time pls.
486,Stone has a lot of knowledge poring out but it all seems rambling and disconnected and his conclusions about Putin and Ukraine are inane.
487,"Don't forget about the fact 
Which country is only capable of recharging nuclear batteries....
In fact it's Russia"
488,Oliver Stone and also his son are someone worth listening to and watching their films.
489,Happy that Musk has chosen to go Republican. He sounds Independent like me.
490,this guy has no idea how Putin thinks or how the old active measures work on what high time frame they think on. I'm ashamed stone  is very intelligent but fell into the trap...
491,"28:10 WTH? Nah, Putin was not a communist, he was just a staunch KGB man. and 28:48 Putin making a point of sovereignty for everyone~?...BUT, Ukraine~! There are too many  dimensions to Putin and his history to capture like this. May I suggest Frontline's ""Putin - Road to War"" for a wider (albeit, maybe not full) perspective?"
492,Absolutely great interview. I watched all the Oliver stone Putin interviews. How can anyone be so ignorant to take sides without ever listening to putin for a minute?
493,"Great unbias video, thank you Lex and Oliver for being so open minded and informative"
494,I would just looooove to see an Oliver Stone documentary about Bill Gates..
495,"USA deployed nuclear weapons in Europe since 1980 at Germany RFD, using Torrejon AFB, Spain, and after that never stopped increasing building up threat over Europe. Even the BREXIT was another US operation to make another step toward wars in Europe.
But technology changes and now Russia is not the comunist country, it is the Upper Hand, and USA lost the number 1.
World must Negociate Peace or Rest in Peace."
496,"I would value the opinion of an average person who has lived in either Russia or one of the other governments mentioned and had to maintain themselves and then lived on the other side over Oliver. It’s very different sir, interacting in presidential offices and being shown the facade, no objective opinion can be formed then. Much respect to Oliver but he seems very far from objectivity."
497,"Can't really blame Ukraine for not wanting to be ""neautral"" since your naighbour annex your territory. Usually bad feeling occur"
498,"For Stone is clear that people respect them cause he works for interests of russia... He really travel by russia, or just visit rich putin's residencies?"
499,good job thanks
500,fascinating!
501,Surprised with such poor kremlins propaganda here. Thanks for the video.
502,"Thank you lex, it's refreshing to Find a platform where information can be heard, real information. For a lot of people on here, this may be the 1st time that they've heard something other than what the Western media has been spreading. Knowledge is power. It's irresponsible for all these people to just say I stand with you Crane, without knowing what Ukraine stands for. I stand for the innocent."
503,"Interesting insights and alternate points of view.  I'm always open to the other side of the story.  The only problem for me is that when you consider all the bullshit Stone sprinkles in with facts in some of his movies, I find myself being guarded about whether I can really believe some of his insights.  He's a film director, after all--not an academic."
504,Unbelievable! Is Stone for real?
505,"16:21 ""I can't really speak honestly of ukraine"" ...mfr you made 2 documentaries lying about the country. WE KNOW."
506,"Good voice,cadence,knowledge,composer,understanding the iformation exspose or presented,Ive folled for years now,good job."
507,Scarface is a film by Brian de Palma. Oliver Stone did the screenplay
508,I think Putin's timing was spot on.
509,"He might be not, but Oliver sounds like the greatest KGB agent. He can pursue you in anything. Even if in one sentence he contradicts the previous one. Respect to Lex for having nerves to take it all in and be silent. Cause I wont."
510,"I have backed Oliver for ever, I love his films but I think he may well have finally lost the plot. So sad..... No mention of Navalny..."
511,"While I don't agree with Mr. Stone on much, except that Nuclear Energy is the future (or it should be), this was a great watch. Civil dialog and mature conversations are essential for the survival of our way of life. Finding compromise and common ground by way of civil discourse!"
512,"Oliver Stone's inability to express the truth that multiple things can be true at the same time is disheartening and disappointing. He is stuck in the 1960s counter cultural mindset. As in all things: there are arguments that contextualize Russian foreign policy and Putin's actions as something other than a cartoonish foil to the West. However, Oliver choses instead to go the opposite:  naively venerating Putin as some cartoon man: a mystic warrior monk of the Russian people, using Russian propaganda to cite his claims. 

Ironically, Oliver cites George Orwell's novel 1984 multiple times in his attack on Western Media all the while through the interview he uses the same big brother obfuscation to dither from speaking to Russian policy as it actually exists, but instead on what he wants it - and the Russian state - wants it be presented as. 

Despite Olivers long dithering to defend Russia, all he had to say was Putin is fighting for Russian interests within a specific historical and cultural context. Russia has a view and a destiny outside of the west which he wants to enact. Some of these interests involve delusions, greed, desire for power etc. The United States also has interests some of these interests involve delusions, greed, desire for power etc. The difference is he clearly could not contain his loathing for the United States as a country or as a power, and he could not contain his joy at propping up a false representation of the current social, economic, and foreign policy of Russian power. 

I would recommend if anyone is interested in understanding this point of view of the ""usful idiot"" to listen to Yuri Bezmenov. A man with his own bias to be sure, but still offers more context that Oliver when observing Russian foreign policy and cold war history."
513,"funny how every other youtube video where people say the same things as Mr. Stone, and their video are gone so fast its incredible"
514,Thank you brilliant interview 🙏🇮🇪
515,Its just incredible how this man fell for Putin and is taking his own speculations for reality
516,"This episode made me doubt some of my previous beliefs about Russia and Putin. However, it bothers me that Oliver Stone has only good things to say about Putin and Russia, not a single criticism or doubt, and only bad things to say about Ukraine and Zelenskyy.

“Only a Sith deals in absolutes.” - Obi-Wan Kenobi"
517,“Poland has always been attacking Russia…the two world wars that occupied Russia so tragically …Russia was attacked through Poland and Ukraine”.  This guy is a Russian asset.
518,"Very interesting expression of his opinion. But putting away the fact that it is the 5th war Russia started during the last ~20 years (Chechnya I & II, South Ossetia, Abkhazia, Crimea) stating  ""Putin is protecting Russia"" and blame for everything the USA  I do consider as an ""exaggeration"".  There is a long history of Russia when ""normalizing"" the situation with blood and weapons  in its influence zone (like in Hungary 1956, Czechoslovakia in 1968,  Poland in 1981). No question the USA is forcing its ""theory"" on a strong - many times on a violent - way I've never backed consider that aggression as well.
I think that statement ""Putin isn't a communist"" is a mistake as well. Independently what kind of a ""library"" is behind them on the wall to point to (I mean books written by Lenin, Marx or Engels alternatively  Nietzsche's  or Hitler's)  these ""rulers"" are exerting their power on the same way following the same theory - ""stay in power"".  
Not talking about none of them ever had read any of those books by my opinion. Well except Hitler who was writing one of those ""guides"" - so he had to read it.  Minor differences we call the camps ""Gulag"" or ""KZ"" or ""filtration camps"" - no difference by my opinion.
Looking at those terrifying pictures from children gardens with new-born kids in uniform,  celebrations with brainwashed young boys in military march, everyday injected hatred against whoever, looking at the ""PutinJugend' formed exactly on the way the German Nazis were doing with the Hitlerjugend - we have to say since 2000 Russia militarized its people ready to kill ""women and kids"" as A. Hitler was shouting that in Nurenberg before starting WWII."
519,He offers a mix of good info and obvious bias at the same time. The Elon nuclear battery comment really highlighted his short comings.
520,"Lex, you are a very patient person.  I could only get through half of this interview because every time you asked Oliver a question he had the same answer no matter what you asked.... 'the West and America are bad, blah blah blah...' I can respect his opinion on the West, but that's the only answer he gave for every question."
521,democracy nowadays is like two wolves and a sheep deciding on dinner choice.
522,"The ""50"" deaths at Chernobyl is  a ridiculously low figure"
523,"I agree that people should try to understand each others motives without screaming and shouting. But... I am getting a sense that Mr Stone is taking what Putin says as face value, as if its true undeniably, as if there is no lie or distorted truth."
524,Anyone here praying for Ukraine? Glory to the Motherland.
525,My favorite guest yet
526,"It seems to me that Stone just can’t allow two simultaneous truths. Regardless, I don’t understand his apparently naive view of a ruthless dictator. Him of all people, I would have thought, would instinctively distrust/loathe a character like Putin. Very curious."
527,In terms of energy I say river bed generators. Every big town lies on a river. Rivers flowing 24/7 not like wind or photovoltaic. And the power of water is so much higher. The energy problem is solved since decades. But a generator is simple and can be used bye everyone. So the industry is fighting against it.
528,Starting from the war in Ukraine you lost me Mr. Stone. Too much speculation and disregarding too many facts.
529,"""My adolescence in the streets of Saint-Petersburg taught me that if the fight is inevitable, it is better to hit first"" V. Poutine"
530,"Always appreciate your work Lex, but how bizarre Stone's depiction of Putin's character. I don't get it. The guy's a mass murderer. Wild."
531,Putin has been interviewed dozens of times ..Why are'n the representatives of the US and the EU interviewed like they do with Putin?? they have more thing to explain than Putin
532,"Ha, ha, Oliver's defense of Vlad, like his defense of nuclear power, like his abuse of ""environmentalists"" tells.  Respect of the claim of Russian ""manifest destiny"" is poppycock. Ha, ha, what a fervent elitist. He sure pushes your aspiration to rule buttons.🤣"
533,lets start the interview with a misnomer about climate change to let all the real intellects know your about to piss down our leg. Thanks! I am out
534,"Can someone make sense of Stone's theory about how just saying ""they're going to invade"" over and over again actually makes them do it?????? 59:30"
535,"""Poland has been always attacking Russia"" I would expect Mr Stone to know history better. When Hitler attacked Poland on September  1, 1939, Russia attacked Poland from the other side on September 17, 1939. He blindly assumes one sided perspective. American imperialism is bad, but Russia's imperialism we have to understand.."
536,"Superb, thank you very much for such a great conversation."
537,"I met an 87 year old Ukrainian immigrant the other day.  He came here to California from Odessa 30 years ago. We worked as election volunteers together in Los Angeles. He spoke Russian much better than English. When asked how he felt about the conflict, he stated he didn't like what Zelinsky was doing.  He grew up in the USSR and always identified as Russian.  He's also Jewish, but identifies first as Russian. He said he understands why Russia felt threatened.  He's very aware of fascism in Ukraine."
538,"I have nothing but admiration for the Russian people. But Stone does not acknowledge the Gulags and oppression of the Soviet State. There is a reason why Lex lives in the US. Blinders do not help in understanding. 
And yes, I have visited both Russia and Ukraine when they were the Communist state. The people were wonderful. But you could tell there was a caution on the part of the lntourist guides as to what they would say.
Stone strikes me as one who glommed on to his beliefs decades ago, and never re-examined them. The Venona Papers, released from the Archives of the KGB, substantiate McCarthy and show that the Rosenbergs and others were working against the US. Other defectors testified regarding disinformation strategies to sow and fund discord, including the movements of the 60s. Stone undermines some of his own contributions to better relations with the Russians by his own naïveté."
539,"However, amaizing episode"
540,"It’s nice to know we can still listen to a well traveled, well read man and make up our own minds. “The west has brought down a curtain” I’m sure utube defunded this interview though."
541,"Oliver Stone.. isn't that that ""natural born killers"" guy? and the dude that just snatched a netflix title for its own ""documentary"" about Ukraine? (netflix: winter on fire, his 'documentary': ukraine on fire, the netflix documentary goes back just a little bit further back in time which is crucial to understand the conflict prior to the war there)"
542,Oliver Stone in Donbas. That’s a short film I’d love to see.
543,"I don't agree with a lot of comments below.  I've enjoyed a lot of Oliver Stone films.  He's definitely an interesting guy.  However he seems to have taken leave of his senses.  That said he's a great advert for American democracy, freedom and free speech .... because in most of the countries he so admires he'd be in fairly hot water if he went around trashing them.  Also he so admires Kennedy ..... wow ..... I get the feeling he's trapped in the summer of 1963 ....... Amongst other things he claims in this podcast ....... if Kennedy had survived, the Cold War probably wouldn't have happened ...... the US might detonate a nuclear device in Donbas as a 'false flag' operation ........ if only Biden would have a friendly chat with Putin without all that nasty anti-Putin bias a lot of the current troubles could be sorted ...... Putin is a great guy and far more interesting than any US President (other than JFK obviously).  I'm loving the Lex Fridman podcast.  Was tipped off to it by Hugh Hendry.  Keep up the excellent work Lex."
544,Disappointing that Stone doesn’t talk about new types of nuclear tech designed with inherent safety principles.  Instead he sounds like he’s defending any old kind of reactor.  Thought being informed was his business.
545,Churchill proposed a deal to hitler in 38??? Churchill wasnt even PM in 38
546,What about the wild propaganda that overweening Zelensky is some comic roly poly man-of-the-people. The dude has a law degree. His daddy is a mining services expert - a professor - head of the state university’s cybernetics tool automation department. His mommy is an engineer. Zelensky is as cold and calculating as any lawyer. He has nothing in common with commoners.
547,"Oliver Stone: Vladimir Putin and War in Ukraine | Lex Fridman Podcast #286 
1,518,023 views • May 17, 2022 • Oliver Stone is a filmmaker with 3 Oscar wins and 11 Oscar nominations. His films include Platoon, Wall Street, Born on the Fourth of July, Scarface, JFK, Nixon, Alexander, W, Snowden, and documentaries where he has interviewed Fidel Castro, Hugo Chavez, and Vladimir Putin."
548,Awesome interview !!!
549,"i think the argument that ""nobody died in fukushima hence the danger of nuclear power is only a myth"" is kind of alienating to me knowing that the burning elements in that particular incident ate itself into the ground poisoning the whole surrounding area and oceanic streams with insanely high radiation that is carried around the globe.

or did they in the meantime find a way to contain the radiation spread?"
550,I don’t think Oliver was objective 100% that being said I also think Putin acts for Russia.  Just as a killer but that’s Russia’s problem
551,How beautiful introduction...
552,"Stone keeps saying ""neoconservatives"" but actually means ""neoliberals"".."
553,"5:00 ""build more reactors"" yeah, cool, and how are you going to feed them? becase there is also a peak in uranium production (and other fisible products). The way we get energy is not the problem. The problem is that we are trying to grow the energy consumption ad infinitum. That is physically not posible."
554,"That was so interesting especially a totally different view of V Putin.
Thank you both so much."
555,Спасибо мистеру Стоуну за честность и об'ективность.
556,"He brings up tangential points particularly Finlandization that undermine his argument. You really think appeasing Russia is more freedom than joining NATO?

Putin doesn’t have charisma? Seriously.

He’s very naïve. I agree with many aspects of his argument but he is clearly ideologically partisan to Russia while under the impression that he is impartial and he seems cognitively dissonant to this."
557,"Protect Crimea is the main reason for intervention! Putin can't give up on Crimea and after Dombass, Crimea would have been the next step for the Ukrainien army!"
558,"To me this conversation was strange, O. Stone seemed nervous and worn out. The interviewer stiff, and mysterious dark, unreadable about his stance to the discussed topics. 
And l could not connect to their views on the Ukrainian matter. And certainly, a Biden-Putin table talk, would not save the world, as Biden is incapable to any diplomatic, compromising act. As no one in the West, especially Mr Biden, took the Minsk agreement for one second seriously.  

How intelligent/educated/ skilled people like Mr O. Stone can vote for a Mr Biden, and speak about Mr Putin’s, Russian’s mistakes, and not mention all the mistakes, and bloody wars against humanity by every US President, and it’s administration carried out, is an enigma to me. 
The biggest danger in our world is the USA. 

I am disappointed at the end, despite it was quite fascinating for awhile. But l am back now to Alexander Mercouris, The New Atlas, Galloway, Grayzone, Scott Ritter, Lancaster, Lira, Medhurst, and the rest of the mop opposing the Western anti Russian, anti Chinese propaganda.🇦🇺🕊🇨🇳🇷🇺🕊"
559,"Listen to Stone before Kotkin and wow, a three time Oscar winner! Listen to Stone after Kotkin and wow, they will give an Oscar to anyone..."
560,Long Live Russia and Putin!!!!!!
561,"How do you have a conversation about Putin's decision to invade Ukraine, without discussing the issue of alignment with China in the face of Western imperialism? Stone talks geopolitics, minus geopolitics."
562,"Great man Oliver Stone, very decided keeping his line and the young man trying to change the interview into the ""Putin madness"" even then he presented a direction of inpartielity and truth..... Great man, thanks to Oliver Stone..."
563,I agree with Oliver Stone. Intelligent man.
564,Is the war in Ukraine like the Spanish civil war fought in 1936 -1939. There were international combattants and support
565,Oh dear.....how disappointing.......Oliver Stone has swallowed the CO2 nonsense about global warming or is  not what he purports to be. CO2 is the gas of life and is at lows on a geological timeline. We need more of it not less. Stopped bothering with this interview after it became clear that he doesn't understand his subject any more than most other people off the street.
566,"great talk, I like the way to listen calmly the answers to the smart questions, but Oliver Stone doesn't have so much his facts straights..."
567,What a fantastic interview.
568,Trump had experienced the same level of united negative propanganda as Putin.
569,"So we don't have to be concerned with nuclear waste?   The 'advanced' Russian way with Chernobl is what we have to look forward to?  So our faulty human memories will be perfected?  We can program our computers to remind our faulty human brains if, in the intervening thousands and thousands of years, a mouse hasn't screwed things up."
570,"A finn here. Stone is surprised how quickly Finland and Sweden ""fell into Nato basket"". Could it be that we have balanced on that curved sword for decades, done our very best to support and understand Russia as they are our neighbor. But enough is enough. Russia does not change for the better. So we cannot trust them anymore, that trust was held up mostly because business thus far anyway. But since Russia showed it's true face, we rather join Nato with all the good and bad that comes with then risk standing alone when Russia decides that actually Finland is part of ol' Russia or whatever. We have history, you know."
571,"Nuclear energy is clean? Alternative energy will never solve our problems but it makes us feel good? Both those statements can only be valid when a monetization model is in place. If energy production and distribution was forced into a ""free"" and public usage model, population growth was limited to include consumption the second statement almost assuredly becomes valid."
572,Why no mention of thorium salt reactors.   A nuclear source with a much safer prospect for humanity.
573,"“He‘s done a good enough job that the Russian people kept him there.“
Is he serious? So Lukashenko also seems to do a good enough job, because the Belarussian people “kept him there”?"
574,Henry Kisinger. He said the trouth. Biden has to listen to Kisinger. He's a storagestic political brain. Evev I don't like his but he said the truth
575,"It is important to realise that this is Mr. Stone's perspective on the situation, and not necessarily absolute truth with regards the situation in Ukraine."
576,"An Explanation of Why Things Are as They Are

Are you tired of it's about good vs. evil? Let's unpack that once and for all. History has had these same two threads running through it forever, it seems. I would like to suggest that every individual has a similar two threads running as well, that ""the outside is a reflection of the inside"". The heart vs. the brain or ego. Let's say that the brain or the ego construct wants to receive, wants to build the tower of babel to the sky, a monument to the ego. And the heart only wants to give, to care. The ego can be rapacious, can kill, can hurt, can lack empathy, it is the animal part of us, ""might makes right"". The heart on the other hand is non violent, will only be violent to protect. It is the feminine, it is only about love and caring. ""The line between good and evil runs through the heart of every man."" Alexander Solzhenitsyn.

So, therein lies the problem.This ""civil war"" within each of us and the war and domination outside. Why does it seem that it is the ""might makes right"" side that has dominated history all the way back? The side that uses bribes, blackmail, propaganda, intimidation, and murder to maintain its dominance https://cynthiachung.substack.com/p/sleepwalking-into-fascism-why-cianatos?s=r. Is it simply because the abusive side has no compunction when it comes to taking the lives of others, while the caring side will only commit violence to protect against violence?

The constant programming and propaganda promotes capitalism, egotism, egoism, individualism, materialism, consumerism, and war, so that the spiritual side, the heart side, is marginalized and is the rarity. Such that we think of those who have demonstrated heartfulness, love, and caring as saints and heroes; ie. MLK, Mother Teresa, Gandhi, etc. Those who demonstrate unconditional love for all are the gurus and sages, the ""illuminated"" ones. Yet it is within all of us, hidden and dormant. We can love the purity that everyone has or is, while at the same time abhorring the cruelties that others perpetuate. It is not impossible at all to reach this state, to fully open one's heart, to just be love.

Because of the dominance of the ego, we have permitted and allowed the daily atrocities for centuries and now the inevitable consequences are upon us. People have been programmed to identify with their ego. But while the ego serves a purpose and is necessary, it is not who we really are. We are the ego, but we are also a part of the tree of life, and our branch is humanity.

This part has been expunged from our psyches and ignored and forgotten. If everyone could better understand who we really are, that is, individuated and a part of the whole at the same time, the world would be the paradise that it is and always has been, and all that we have done to efface this with the contamination and cement would disappear.

It is the invisible that supports everything, the fundament. And it is the spirit that underlies everything within. The identification with the ego at the expense of the spirit is an inaccurate and superficial understanding and is perhaps the cause of all the bad decisions that has brought humanity to the impasse that it faces today with the risk of nuclear war, the climate crises, and the rise of totalitarianism.

Just for absolute clarity, imagine a leaf with consciousness thinking that it is only a leaf, and not recognizing that it is a part of a tree. That is humanity when only identifying with the ego.

If people could only stop judging themselves and others, to separate the action from the person, one could have unconditional love for all, which I believe is the necessary ground for creating the more beautiful world we all long for."
577,"I really wanted to watch this podcast to get the other side’s view on the Ukraine situation but I gotta say, if this is the best that side has, that’s a real shame. Love stone’s movies but he is completely, utterly full of shit. To hear him talk about the US’s disrespect for sovereignty of countries like China, Cuba, Iran, etc.; and then a few minutes later justify a full scale invasion resulting in 10’s if not 100’s of thousands of deaths, and millions of refugees. Honestly just pissing me off."
578,"With regards to Elon Musk speaking freely. What was he really doing in Brazil with the far right president of Brazil last week? And what about his threat on the Bolivian ( lithium ) election a few years ago?  In response to a tweet that accused the U.S. government of forcing Morales out, allowing Musk to access Bolivian resources, he wrote: “We will coup whoever we want! Deal with it."""
579,"You are perhaps the first one to truly expose how shallow and biased Oliver really is. Good work Lex! I wish you'd followed up with more questions when he forms a conclusion while admitting that he only considered one side.
Many tried but you'd tickled it we'll."
580,"""do countries go to war over energy?"" Oliver Stoner....""ummm i dont know...id have to make a documentary about it"" .....this guys menna be an intellect?"
581,"Very interesting the point of ""dealing diplomatically with USA"", as they will never commit to any deal, and they will break unilaterally as soon as it is covenient for them..., basically that policy is inherited from the UK, which only respects treaties and UN resolutions that are convenient for them but the will simply ignore or bypass those not good (enough) for them. Latest case, unilateral position by the US about Western Sahara, notwithstanding many UN resolutions as in other cases of decolonisation.."
582,"Oliver, sending so much love from Russia! 🇷🇺 ❤️"
583,I believe there is a distinct difference between good and evil people. there is a difference between mass murders putin-stalin-moa- lol pot- etc etc than people that love and respect all human life.  I believe in Eternity's command thou skat not kill- no exceptions for meglomainiac murders
584,"Yes indeed those who cannot tell the difference between a man and a woman are absolutely insane.
""Whom the gods would destroy they first make mad"""
585,"I've watched this conversation, with intense concentration 3 times. To learn, to open my mind, expand my current understanding of these subjects...my realization is that this man, Oliver Stone seems anti-America, anti-democracy. His ""seeking to understand"" seems one sided...This man is very intelligent & well spoken, but completely unempathetic to the actual human suffering involved with the fights for freedom & equality. Maybe I'll watch 1 more time.."
586,Countries going to war over anything? Fascinating question.
587,What is scary for me is the erosion of top soil and the low quality food as a result.
588,"What an utterly FANTASTIC interview. I will be watching this channel FAR more often, as well as more Stone films.  The Anti-Russians in power in Ukraine (and the Coup in 2013) are atrocious acts of aggression by the US that the US would NEVER tolerate. I'm ashamed of my country, and wish I could do something that mitigated our harm. 

Calculating the doubling-rate of anything requires only to divide 70 by the rate (2% per month would double every 35 months). Global population increases at 3.5% per annum, thus, doubles every 20y. Average CO2 consumption per person also increases 3.5% per annum & an aggregate of 7% –– doubling every 10 years (if stats are static & accurate, obviously)."
589,"what a sham, he talks about sovereignty in the same breath talking about Putin, did not think Stone is so deranged

But I think Stone was lured in by the strategic KGB charm that Putin is able to convey - and i can see that this has worked on many people - in fact watching some of Putin's interviews, i could be a victim myself. Now though, it should be time to wake up, even for Stone"
590,"I also asked myself the same question, what if Russia surrendered Donbass and receive all the refugees.  But would US stop then?   It is just a matter of time.  Perhaps Russia think they are ready."
591,"I'm Australian from English parents. I think Putin did the right and only way 100%. I feel Lex more on the Ukrainian side. Two countries I really discussed with is 1. UK, my father's brother lost his life at 18 fighting Germans never experienced love or having a family. My mother's brother lost his mind fighting Germans, he 2 never experienced love or having a family and my mother's father was enlisted in his late 40s to go and fight Germans.  2. Germany, German people turned a blind eye in the 30's on Nazis, I believe they shouldn't have the hide, to turn a blind eye on Nazis again."
592,Japan was at war for many years to obtain Oil.  Energy and resourses to supply their military might.   Pearl Harbor was bombed because USA withheld oil and resources to Japan.
593,"If Oliver stone could make the rest of the doors look like sellouts to make Vladimir Putin look good, he would do it."
594,"Hey Lex, I am a fan and I probably listened to 95% of your podcasts. It is nice that you look to offer a different perspective, but I think that it would be even better if this interview would have been more connected with reality and facts. Several times sounded like Ukraine is really to blame and Russia is just a victim, when in reality Ukrainian cities get destroyed and civilians are dying. Some push back based on facts would be really useful otherwise every think sounds like a big conspiracy theory and that does not make for a healthy conversation."
595,Lex keeps delivering. Propz man.
596,How does population pressures affect the energy/climate change equations (up or down)?
597,Great debate!!
598,Great interview
599,"The truth will set us all free to understand 
Love is around long before science"
600,The adS used Ukraine the same way as they did Iran. Zalenski is the new CIA Shah .
601,at 34:40 oliver clearly shows his complete lack of insight into the russian culture
602,Difficult for me to see someone that is half Ukrainian to not really take time to corner Stone on Putin and the war. Be and honest host
603,"Yes sir, we just need the right kind of reactor. The right type of reactor would be from salts like in the Topamax fusion reactor. This type of nuclear fuel has a much higher safety history related to current nuclear fuels."
604,"""Lord, I was born a ramblin' man..."""
605,"The whole world should watch this interview. I always told, Putin is a good man."
606,Countries forcefully occupied by Russia defo gained their own sovereignty lmao.
607,"Yea, Russia want Putin and has a proper perspective to do that. While on a 2005 train ride from Moscow to Kyiv a conversation with drunk Russian fellow finished with Putin can be President as long as he wants, King Putin. ... In 2014 a Yaroslavl friend posted on FB an article about the Russia Duma voting to allow military use in Ukraine. I commented concerning having just been in Odessa and meeting people from Donetsk on the street with 'not much' having just arrived. A doctor told me she received a phone call in the morning telling her to leave 'NOW'. So she did. Lost her phone to a pickpocket while at the station. She attributed the situation to business interests, mining or heavy industry, realizing they could make a deal with Putin for the creation of their own fief free from Ukraine's government. ... My Yaroslavl friend commented, ""we don't hear that here"" and then deleted her post."
608,"The meaning of life is whatever we choose to make it. Purpose exists in one place only, so far as we know, and that’s the human brain."
609,"I clicked the clip because of Oliver Stone. Luv him.
It is my first time watching his clips, I have seen Lex referred by other youtubers, (mixed reviews) so let see how it goes.
AusKor dude"
610,brilliant insight 53:20
611,"I'm a big fan of Oliver Stone... you may not agree with every perspective he has on everything, but I love the idea of having a critical mind and understanding that there exists propaganda from both sides of conflict.  Certainly I'm not siding with Putin, who is clearly an evil man, but I think it is healthy to understand all the facts and question how the West might be influencing our opinions.  Particular great example when he discusses NATO and how these European countries joining NATO lose a bit of sovereignty, with US putting military bases and nuclear weapons on their land.  He is right, they are basically tied to what the US wants in conflicts.  I don't agree however that Putin went to war because the US told their allies he would.  The US started warning its allies when Russia put hundreds of thousands of troops on the border, which was cause for alarm.  Putin didn't have to do that, and ultimately he didn't have to invade, it was a choice.  Putin's biggest mistake is under-estimating how costly and inefficient it will be to occupy the Ukraine after it invades.  If you destroy all the infrastructure, how are you capitalizing on the invasion?  It would take years to organize and take advantage of the natural resources, and by then, the West has completely isolated Russia."
612,this was a plesure!
613,"Oliver Stone, ever the high priest of Whataboutism :D"
614,Wow he sure said some hard truths most Americans don’t like to think about
615,Oliver Stone has lived such an interesting life. Cool interview Lex
616,Comrade Stone is the real Merican hero just like Comrade Seagal speak the truth mother Russia will remember.
617,"Mr. Stone always tried to understand other sides of the official storytelling. He did it with USA and sometimes did well. But now,  saying Putin is not a dictator and he is there because is loved by Russians, demonstrates he does not know that many countries never had a democracy. He applies western mindset to different cultures. Most countries do not decide, they accept the power because they are scared, they are passive and they accept what is in power."
618,1:05:18 Colombian paramilitaries are nothing compared to the Venezuelan collectivos. Ask anyone whose been there. The fact that he plays this misleading shell game discredits everything he says.
619,"I don't think Stone should say he tries not to be ""too over factual"".  That is not what the public needs if we want to solve problems. But I think his goal maybe is not to be factual but to defend Russia.   And sovereignty has been violated.  Stone has seemed not to take into account that Russia violated what he said was important:  sovereignty of Ukraine.   I do not agree with Stone on what I have seen with my own eyes.  I don't think he ""sees"" and nobody accuses me of that--the opposite."
620,Andrew Breitbart died from asking the wrong questions
621,Min 1:22 i also think it was calculated: he has created very strong ties with China and some other countries over the years planning for alternative markets. The man is a strategist and very smart at that. Russia is doing fine still while the West is dealing with lots of fallout in their economy. I don’t like this because i live in the West. But i see him as having a long game and the West having no game.
622,"I watched this for Oliver and came away incredibly impressed with Lex Fridman, a very impressive young man."
623,What a fascinating interview.
624,"I rode you a bit hard about your JRE interview on this subject.
I went back to this interview to understand the former.
I get you, and I apologize..."
625,"CO2 is not a problem.  More CO2 means more photosynthesis, more plant growth, and by extension more animal growth.  NASA global surveys have proven that earth is greener today than in the 1970s.  More CO2 means a greener earth.  Nuclear is ok too, but we should not shy away from clean CO2."
